2023-04-25 09:13:58.010 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-25 14:36:30.797 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-25 14:36:30.799 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-25 14:36:30.800 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-25 14:36:30.801 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-25 14:36:30.802 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-25 14:36:30.804 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-25 14:36:31.295 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-25 14:36:32.089 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-25 14:36:37.897 [http-nio-8091-exec-4] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-25 14:37:03.113 [http-nio-8091-exec-1] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-25 14:50:29.046 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-25 14:50:29.048 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-25 14:50:29.049 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-25 14:50:29.050 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-25 14:50:29.052 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-25 14:50:29.053 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-25 14:50:29.477 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-25 14:50:30.251 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-25 14:50:35.151 [http-nio-8091-exec-3] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-25 14:50:55.112 [http-nio-8091-exec-8] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-25 15:10:13.239 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-25 15:10:13.269 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-25 15:10:13.405 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-25 15:10:13.408 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-25 15:10:13.414 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-25 15:10:13.421 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-25 15:10:14.007 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-25 15:10:14.769 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-25 15:10:36.785 [http-nio-8091-exec-4] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-25 15:12:27.306 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-25 15:12:27.308 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-25 15:12:27.309 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-25 15:12:27.310 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-25 15:12:27.311 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-25 15:12:27.313 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-25 15:12:27.738 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-25 15:12:28.455 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-25 15:12:36.371 [http-nio-8091-exec-9] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-25 15:13:16.277 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-25 15:13:16.279 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-25 15:13:16.280 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-25 15:13:16.281 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-25 15:13:16.282 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-25 15:13:16.284 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-25 15:13:16.693 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-25 15:13:17.437 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-25 15:13:40.331 [http-nio-8091-exec-4] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-25 15:15:28.700 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-25 15:15:28.702 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-25 15:15:28.704 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-25 15:15:28.706 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-25 15:15:28.708 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-25 15:15:28.710 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-25 15:15:29.686 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-25 15:15:31.036 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-25 15:15:37.635 [http-nio-8091-exec-3] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-25 15:17:26.082 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-25 15:17:26.083 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-25 15:17:26.085 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-25 15:17:26.086 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-25 15:17:26.087 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-25 15:17:26.088 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-25 15:17:26.510 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-25 15:17:27.251 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-25 15:17:50.152 [http-nio-8091-exec-3] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-25 15:18:42.456 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-25 15:18:42.458 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-25 15:18:42.460 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-25 15:18:42.462 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-25 15:18:42.464 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-25 15:18:42.466 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-25 15:18:42.964 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-25 15:18:43.954 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-25 15:18:45.944 [http-nio-8091-exec-6] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-25 15:20:28.247 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-25 15:20:28.249 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-25 15:20:28.250 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-25 15:20:28.252 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-25 15:20:28.254 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-25 15:20:28.256 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-25 15:20:28.774 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-25 15:20:29.594 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-25 15:20:36.291 [http-nio-8091-exec-8] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-25 15:21:10.319 [http-nio-8091-exec-6] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-25 15:37:59.955 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-25 15:37:59.957 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-25 15:37:59.958 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-25 15:37:59.959 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-25 15:37:59.961 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-25 15:37:59.963 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-25 15:38:00.405 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-25 15:38:01.219 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-25 15:38:10.504 [http-nio-8091-exec-7] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-25 15:41:17.465 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-25 15:41:17.467 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-25 15:41:17.468 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-25 15:41:17.470 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-25 15:41:17.471 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-25 15:41:17.473 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-25 15:41:18.054 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-25 15:41:18.967 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-25 15:41:41.402 [http-nio-8091-exec-3] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-25 15:42:00.478 [http-nio-8091-exec-4] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-25 15:47:21.722 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-25 15:47:21.724 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-25 15:47:21.727 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-25 15:47:21.728 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-25 15:47:21.730 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-25 15:47:21.731 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-25 15:47:22.205 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-25 15:47:22.962 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-25 15:47:37.491 [http-nio-8091-exec-7] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-25 15:49:53.052 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateDayPaper com.gt.quartzService.GenerateDayPaper.createChildTable
2023-04-25 15:49:53.053 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateManhourAssess com.gt.quartzService.GenerateManhourAssess.createChildTable
2023-04-25 15:49:53.055 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMeritAssess com.gt.quartzService.GenerateMeritAssess.createChildTable
2023-04-25 15:49:53.057 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateMonthPaper com.gt.quartzService.GenerateMonthPaper.createChildTable
2023-04-25 15:49:53.058 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateProjectAssess com.gt.quartzService.GenerateProjectAssess.createChildTable
2023-04-25 15:49:53.060 [main] WARN  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static com.gt.quartzService.GenerateWeekPaper com.gt.quartzService.GenerateWeekPaper.createChildTable
2023-04-25 15:49:53.859 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-25 15:49:54.754 [main] WARN  o.s.b.a.freemarker.FreeMarkerAutoConfiguration - Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
2023-04-25 15:50:02.516 [http-nio-8091-exec-8] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2023-04-25 15:50:31.891 [http-nio-8091-exec-10] WARN  org.hibernate.dialect.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
